,Author,Title,State,District,Description,DateBan
2138,"Johnson, George M.",All Boys Aren't Blue,Texas,Fort Bend ISD,"Retained/Restricted, A news station requested documents on challenges and discovered they were all submitted by 1 person Fort Bend ISD Board Member., Restricted Access, https://abc13.com/post/fort-bend-isd-library-book-ban-board-member-challenge-texas-schools/14888231/, https://www.fortbendisd.com/Page/169371",2024-4-01
2139,"Maas, Sarah J.",A Court of Mist and Fury,Texas,Fort Bend ISD,"Banned/Removed, A news station requested documents on challenges and discovered they were all submitted by 1 person Fort Bend ISD Board Member., https://abc13.com/post/fort-bend-isd-library-book-ban-board-member-challenge-texas-schools/14888231/, https://www.fortbendisd.com/Page/169371",2023-11-01
2140,"Maas, Sarah J.",House of Earth and Blood,Texas,Fort Bend ISD,"Banned/Removed, A news station requested documents on challenges and discovered they were all submitted by 1 person Fort Bend ISD Board Member., https://abc13.com/post/fort-bend-isd-library-book-ban-board-member-challenge-texas-schools/14888231/, https://www.fortbendisd.com/Page/169371",2024-4-01
2141,"Mackler, Carolyn",Guyaholic,Texas,Fort Bend ISD,"Retained, A news station requested documents on challenges and discovered they were all submitted by 1 person Fort Bend ISD Board Member., https://abc13.com/post/fort-bend-isd-library-book-ban-board-member-challenge-texas-schools/14888231/, https://www.fortbendisd.com/Page/169371",2024-4-01
2142,"McCormick, Patricia",Sold,Texas,Fort Bend ISD,"Still in Process, A news station requested documents on challenges and discovered they were all submitted by 1 person Fort Bend ISD Board Member., https://abc13.com/post/fort-bend-isd-library-book-ban-board-member-challenge-texas-schools/14888231/, https://www.fortbendisd.com/Page/169371",2024-4-01
2143,"Nabokov, Vladimir",Lolita,Texas,Fort Bend ISD,"Still in Process, A news station requested documents on challenges and discovered they were all submitted by 1 person Fort Bend ISD Board Member., https://abc13.com/post/fort-bend-isd-library-book-ban-board-member-challenge-texas-schools/14888231/, https://www.fortbendisd.com/Page/169371",2024-4-01
2144,"Nazemian, Abdi",Like a Love Story,Texas,Fort Bend ISD,"Still in Process, A news station requested documents on challenges and discovered they were all submitted by 1 person Fort Bend ISD Board Member., https://abc13.com/post/fort-bend-isd-library-book-ban-board-member-challenge-texas-schools/14888231/, https://www.fortbendisd.com/Page/169371",2024-4-01
2145,"Rivera, Gabby",Juliet Takes a Breath: The Graphic Novel,Texas,Fort Bend ISD,"Still in Process, A news station requested documents on challenges and discovered they were all submitted by 1 person Fort Bend ISD Board Member., https://abc13.com/post/fort-bend-isd-library-book-ban-board-member-challenge-texas-schools/14888231/, https://www.fortbendisd.com/Page/169371",2024-4-01
2146,"Rivera, Gabby",Juliet Takes a Breath,Texas,Fort Bend ISD,"Retained, A news station requested documents on challenges and discovered they were all submitted by 1 person Fort Bend ISD Board Member., https://abc13.com/post/fort-bend-isd-library-book-ban-board-member-challenge-texas-schools/14888231/, https://www.fortbendisd.com/Page/169371",2024-4-01
2147,Sapphire,Push,Texas,Fort Bend ISD,"Banned/Removed, A news station requested documents on challenges and discovered they were all submitted by 1 person Fort Bend ISD Board Member., https://abc13.com/post/fort-bend-isd-library-book-ban-board-member-challenge-texas-schools/14888231/, https://www.fortbendisd.com/Page/169371",2024-4-01
2148,"Sebold, Alice",Lucky,Texas,Fort Bend ISD,"Still in Process, A news station requested documents on challenges and discovered they were all submitted by 1 person Fort Bend ISD Board Member., https://abc13.com/post/fort-bend-isd-library-book-ban-board-member-challenge-texas-schools/14888231/, https://www.fortbendisd.com/Page/169371",2024-4-01
2149,"Sebold, Alice",The Lovely Bones,Texas,Fort Bend ISD,"Retained/Restricted, A news station requested documents on challenges and discovered they were all submitted by 1 person Fort Bend ISD Board Member., Restricted Access, https://abc13.com/post/fort-bend-isd-library-book-ban-board-member-challenge-texas-schools/14888231/, https://www.fortbendisd.com/Page/169371",2024-4-01
2150,"Sebold, Alice",The Almost Moon,Texas,Fort Bend ISD,"Weeded/Deselected, A news station requested documents on challenges and discovered they were all submitted by 1 person Fort Bend ISD Board Member., https://abc13.com/post/fort-bend-isd-library-book-ban-board-member-challenge-texas-schools/14888231/, https://www.fortbendisd.com/Page/169371",2024-4-01
2151,"Zarr, Sara",Story of a Girl,Texas,Fort Bend ISD,"Retained, A news station requested documents on challenges and discovered they were all submitted by 1 person Fort Bend ISD Board Member., https://abc13.com/post/fort-bend-isd-library-book-ban-board-member-challenge-texas-schools/14888231/, https://www.fortbendisd.com/Page/169371",2024-4-01
2152,"Reed, Amy",The Nowhere Girls,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2153,"Reed, Christina Hammonds",The Black Kids,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2154,"Reed, Jennifer",The AIDS Epidemic: Disaster & Survival,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2155,"Reedy, Trent",Burning Nation,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2156,"Rees, Celia",Pirates!,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2157,"Reinert, Dale Robert",Sexual Abuse and Incest,Florida,Escambia County Public Schools,"Teen Issues, Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2158,"Renn, Diana",Tokyo Heist,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2159,"Rennison, Louise","Angus, Thongs and Full-Frontal Snogging",Florida,Escambia County Public Schools,"Confessions of Georgia Nicolson, Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2160,"Rennison, Louise","On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson #2)",Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2161,"Rennison, Louise","Knocked Out By My Nunga Nungas: Further, Further Confessions of Georgia Nicolson",Florida,Escambia County Public Schools,"Confessons of Georgia Nicolson, Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2162,"Resau, Laura",Red Glass,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2163,"Revis, Beth",Across the Universe,Florida,Escambia County Public Schools,"Across the Universe, Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2164,"Reynolds, Jan",Amazon Basin: Vanishing Cultures,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2165,"Reynolds, Jason",When I Was the Greatest,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2166,"Reynolds, Toby",Fearless Women: Courageous Females Who Refused to Be Denied,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2167,"Rhodes-Courter, Ashley",Three Little Words: A Memoir,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2168,"Ribowsky, Mark",Hank: The Short Life and Long Country Road of Hank Williams,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2169,"Riggs, Ransom",Hollow City: The Graphic Novel,Florida,Escambia County Public Schools,"Miss Peregrine's Peculiar Children, Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2170,"Rinaldi, Ann","My Heart is on the Ground: The Diary of Nannie Little Rose, a Sioux Girl",Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2171,"Rivera, Gabby",Juliet Takes a Breath,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2172,"Rivera, Lilliam",Never Look Back,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2173,"Rivera, Lilliam",The Education of Margot Sanchez,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2174,"Robbins, Tom",Villa Incognito,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2175,"Perkins, Stephanie",Isla and the Happily Ever After,Florida,Escambia County Public Schools,"Retained/Restricted, Response to HB1069, Restricted MS YA Shelf, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2176,"Roe, Robin",A List of Cages,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2177,"Rosoff, Meg",How I Live Now,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2178,"Rosoff, Meg",There Is No Dog,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2179,"Rossi, Veronica",Into the Still Blue,Florida,Escambia County Public Schools,"Under the Never Sky, Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2180,"Roth, Veronica",Allegiant,Florida,Escambia County Public Schools,"Divergent, Retained/Restricted, Response to HB1069, Restricted MS YA Shelf, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-11-01
2181,"Roth, Veronica",Insurgent,Florida,Escambia County Public Schools,"Divergent, Retained/Restricted, Response to HB1069, Restricted MS YA Shelf, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-11-01
2182,"Roth, Veronica",Divergent,Florida,Escambia County Public Schools,"Divergent, Retained/Restricted, Response to HB1069, Restricted MS YA Shelf, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-11-01
2183,"Rowell, Rainbow",Fangirl,Florida,Escambia County Public Schools,"Fangirl, Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2184,"Rowell, Rainbow",Eleanor & Park,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2185,"Roy, Arundhati",The God of Small Things,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2186,"Roy, Rachel",96 Words For Love,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2187,"Ruby, Laura",Bone Gap,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2188,"Ruby, Laura",Good Girls,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2189,"Russell, Kate Elizabeth",My Dark Vanessa,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2190,"Rutkoski, Marie",The Midnight Lie,Florida,Escambia County Public Schools,"Forgotten Gods, Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2191,"Rutkoski, Marie",The Winner's Kiss,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2192,"Ryan, Darlene",Rules for Life,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2193,"Sáenz, Benjamin Alire",Aristotle and Dante Discover the Secrets of the Universe,Florida,Escambia County Public Schools,"Aristotle and Dante, Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2194,"Safi, Aminah Mae",Not the Girls You're Looking For,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
2195,"Salisbury, Melinda",Hold Back the Tide,Florida,Escambia County Public Schools,"Still in Process, Response to HB1069, https://docs.google.com/spreadsheets/d/1dwSpSRyR1ejSLC5OBj3qzO8xQRgydTcImmbjNZysEuM/edit?usp=sharing",2023-12-01
